Object Type	Attribute	Type	Options	Cardinality	Referenced Type	Data Source	Best Guess	On Miss (forge)
Account	Name	Text		1..1		AccountConverter: Account.getName()
Account	External Key	Text		0..1		AccountConverter: Account.getExternalReferenceCode()
Account	Code	Text		0..1		AccountConverter: Account custom field "accountCode"
Account	Contact Email Address	Email		0..1		AccountConverter: AccountContactInformation emailAddresses (primary, else first)
Account	Fax Number	Text		0..1		AccountConverter: AccountContactInformation telephones (phoneType "fax", first)
Account	Internal	Boolean		0..1		TBD (discussions still in progress about how internal accounts are handled)	Forge app (Koroneiki sync)
Account	Language	Text		0..1		derived from postalAddress country https://github.com/liferay-one/liferay-portal-ee/blob/2e89911409f20665d23afd8c0fc403c0424a0f42/modules/dxp/apps/osb/osb-provisioning/osb-provisioning-distributed-messaging/src/main/java/com/liferay/osb/provisioning/distributed/messaging/internal/subscribing/OpportunityMessageSubscriber.java#L843	Forge app (Koroneiki sync)
Account	Phone Number	Text		0..1		AccountConverter: AccountContactInformation telephones (non-fax; primary, else first)
Account	Support Region	Select	Australia,Brazil,China,Global,Hungary,India,Japan,Spain,United States	0..1		derived from soldBy field https://github.com/liferay-one/liferay-portal-ee/blob/2e89911409f20665d23afd8c0fc403c0424a0f42/modules/dxp/apps/osb/osb-provisioning/osb-provisioning-distributed-messaging/src/main/java/com/liferay/osb/provisioning/distributed/messaging/internal/subscribing/OpportunityMessageSubscriber.java#L1572	Forge app (Koroneiki region; forge config still calls it "Region")
Account	Status	Select	Active,Closed	0..1		AccountConverter: Account.getStatus() (0 -> Active, else Closed)
Account	Tier	Select	T1,T2,T3,T4	0..1		AccountConverter: Account custom field "accountTier"
Account	Website	Text		0..1		AccountConverter: AccountContactInformation webUrls (primary, else first)
Account	Assigned Teams	Reference		0..2000	Team (Reference)	FLS assigned Orgnanizations	Account organizations -> resolveOrCreateObjectIds(TeamConverter)	Ignore (getObjectIds; missing keys drop out)
Account	Entitlements	Reference		0..2000	Entitlement (Reference)	Entitlement object	Liferay EntitlementService -> resolveOrCreateObjectIds(EntitlementConverter)	Create (saveWithRetryAndGetIds)
Account	External Links	Reference		0..2000	External Link (Reference)	External Link (Reference)	Forge app (Koroneiki sync); no Liferay source	Create (saveWithRetryAndGetIds)
Account	Postal Addresses	Reference		0..2000	Postal Address (Reference)	ExamplesRestController (example): Account.getPostalAddresses() -> resolveOrCreateObjectIds(PostalAddressConverter)		Create (saveWithRetryAndGetIds)
Account	Worker Contacts	Reference		0..2000	Contact (Reference)	Assigned users with a worker type Role	Account worker user accounts -> resolveOrCreateObjectIds(ContactConverter)	Ignore (getObjectIds; missing keys drop out)
Account	External Created At	Text		0..1		AccountConverter: formatDate(Account.getDateCreated())
Account	External Updated At	Text		0..1		AccountConverter: formatDate(Account.getDateModified())
Account	Description	Textarea		0..1		AccountConverter: Account.getDescription()
Account	Business Events	Textarea		0..1		Forge app / Business Events flow	Forge app / Business Events flow
Account	Customer Contacts	Reference		0..2000	Contact (Reference)	AccountsRestController: UserAccountService.getAccountUserAccounts() -> resolveOrCreateObjectIds(ContactConverter)		Ignore (getObjectIds; missing keys drop out)
Account Contact Role Assignment	Name	Text		1..1		AccountContactRoleAssignmentConverter: _getName() = "Contact Role;Contact;Account" external keys
Account Contact Role Assignment	Contact Role	Reference		1..1	Contact Role (Reference)	ExamplesRestController (example): resolveObjectIdOrThrow(ContactRoleConverter)		Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Contact Role Assignment	Contact	Reference		1..1	Contact (Reference)	ExamplesRestController (example): resolveObjectIdOrThrow(ContactConverter)		Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Contact Role Assignment	Account	Reference		1..1	Account (Reference)	ExamplesRestController (example): resolveObjectIdOrThrow(AccountConverter)		Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Contact Role Assignment	Contact Role External Key	Text		0..1		AccountContactRoleAssignmentConverter: toAssetObject tuple parameter
Account Contact Role Assignment	Contact External Key	Text		0..1		AccountContactRoleAssignmentConverter: toAssetObject tuple parameter
Account Contact Role Assignment	Account External Key	Text		0..1		AccountContactRoleAssignmentConverter: toAssetObject tuple parameter
Account Contact Role Assignment	Deleted	Boolean		0..1		AccountContactRoleAssignmentConverter: toAssetObject "deleted" parameter
Account Contact Role Assignment	External Updated At	Text		0..1		Caller-set sync timestamp (forge uses message timestamp)	Caller-set sync timestamp (forge uses message timestamp)
Account Team Role Assignment	Name	Text		1..1		AccountTeamRoleAssignmentConverter: _getName() = "Team Role;Team;Account" external keys
Account Team Role Assignment	Team Role	Reference		1..1	Team Role (Reference)	Liferay Organization Role assignment	resolveObjectIdOrThrow(TeamRoleConverter) per ExamplesRestController pattern	Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Team Role Assignment	Team	Reference		1..1	Team (Reference)	Liferay Organization	resolveObjectIdOrThrow(TeamConverter) per ExamplesRestController pattern	Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Team Role Assignment	Account	Reference		1..1	Account (Reference)	Liferay Organization to AccountEntry relationship	resolveObjectIdOrThrow(AccountConverter) per ExamplesRestController pattern	Throw (getObjectOrThrow -> nack + Pub/Sub redelivery)
Account Team Role Assignment	Team Role External Key	Text		0..1		AccountTeamRoleAssignmentConverter: toAssetObject tuple parameter
Account Team Role Assignment	Team External Key	Text		0..1		AccountTeamRoleAssignmentConverter: toAssetObject tuple parameter
Account Team Role Assignment	Account External Key	Text		0..1		AccountTeamRoleAssignmentConverter: toAssetObject tuple parameter
Account Team Role Assignment	Deleted	Boolean		0..1		AccountTeamRoleAssignmentConverter: toAssetObject "deleted" parameter
Account Team Role Assignment	External Updated At	Text		0..1		Caller-set sync timestamp (forge uses message timestamp)	Caller-set sync timestamp (forge uses message timestamp)
Contact	Name	Text		1..1		ContactConverter: UserAccount.getName()
Contact	Email Address	Email		0..1		ContactConverter: UserAccount.getEmailAddress()
Contact	Email Address Verified	Boolean		0..1		UserAccount custom field "verified"	Forge app (Koroneiki sync)
Contact	First Name	Text		0..1		ContactConverter: UserAccount.getGivenName()
Contact	Last Name	Text		0..1		ContactConverter: UserAccount.getFamilyName()
Contact	Middle Name	Text		0..1		ContactConverter: UserAccount.getAdditionalName()
Contact	UUID	Text		0..1		UserAccount custom field "uuid_"	Forge app (Koroneiki contact.uuid)
Contact	Language ID	Text		0..1		ContactConverter: UserAccount.getLanguageId()
Contact	Account	Reference		0..2000	Account (Reference)	UserAccount.getAccountBriefs() -> resolveObjectId(AccountConverter)	UserAccount.getAccountBriefs() -> resolveObjectId(AccountConverter)	Ignore (getObjectIds; missing keys drop out)
Contact	Contact Roles	Reference		0..2000	Contact Role (Reference)	Liferay account roles -> resolveOrCreateObjectIds(ContactRoleConverter)	Liferay account roles -> resolveOrCreateObjectIds(ContactRoleConverter)	Ignore (getObjectIds; missing keys drop out)
